name,street,zip_code,city
"harzklinikum dorothea christiane erxleben gmbh, standort kinderklinik wernigerode",steinbergstraße 1,38855,wernigerode
psychiatrische tagesklinik kyritz,perleberger straße 13,16866,kyritz
gensingen,alzeyer str. 23,55457,gensingen
tagesklinik für psychiatrie und psychotherapie,hannes meyer platz 27,18146,rostock
"christophorus klinik am schlossgarten, standort nottuln",uphovener weg 5,48301,nottuln
oberhavel kliniken gmbh / tagesklinik gransee,meseberger weg 12-13,16775,gransee
edisonstraße,edisonstraße 15,12459,berlin
"sana kliniken lübeck gmbh, praxisklinik travemünde",am dreilingsberg 7,23570,lübeck-travemünde
ökumenisches hainich klinikum - tagesklinik bad frankenhausen,stiftstraße 2-4,06567,bad
gefäßklinik dr. berg gmbh,erhard-grözinger-straße 102,89134,blaustein
winghofer medicum klinik gmbh,röntgenstr. 38,72108,rottenburg
"shg-kliniken sonnenberg, standort kleinblittersdorf",waldstraße 40,66271,kleinblittersdorf
"""janssen-haus"" psychiatrische tagesklinik hamburg-mitte gmbh ein unternehmen des universitätsklinium eppendorf",budapester straße 38,20359,hamburg
ameos klinika lübeck,weidenweg 9- 15,23562,lübeck
station 1014 allgemein psychiatrie ehingen,spitalstraße 31/2,89584,ehingen
klinik dr. schwarz,steingasse 11,89073,ulm
"psychiatrische tagesklinik ""villa karlstal""",karlstal 34,24105,kiel
vitos psychiatrische tagesklinik kassel,karthäuserstraße 3,34117,kassel
asklepios klinik nord - tk horn,horner landstrasse 302-304,22043,hamburg
asklepios klinik nord - tk steilshoop,steilshooper straße 293,22309,hamburg
lwl-tagesklinik dortmund,allerstr 1/24,44287,dortmund
fachklinik stadtsteinach,kronacherstraße 26,95346,stadtsteinach
diana krankenhausbetriebsgesellschaft mbh,dahlenburger straße 2 a,29549,bad
tagesklinik im schlössle,stuttgarter straße 62,72622,nürtingen
medical park bad rodach,kurring 16,96476,bad
vitos klinik für psychosomatik kassel,wilhelmshöher allee 345a,34131,kassel
tagesklinik für psychiatrie und psychotherapie,clara-zetkin-straße 16,18069,rostock
"harzklinikum dorothea christiane erxleben gmbh, standort tagesklinik psychiatrie blankenburg",am roh 4,38889,blankenburg
tagesklinik für psychiatrie und psychotherapie zollernalbkreis ggmbh,albrechtstraße 43,72336,balingen
tagesklinik für psychiatrie und psychotherapie schwarzwald-baar-kreis,wilhelm-schickard-straße 11,78052,vs-villingen
ev.-luth. diakonissenanstalt kinder- und jugendpsychiatrie,marienhölzungsweg 68,24939,flensburg
medical park betriebs gmbh &amp;amp; co kg - bs reithofpark,reithof 1,83075,bad
"helios klinik für kinder- und jugendpsychiatrie und -psychotherapie, tagesklinik baumhaus husum",theodor-schäfer-straße 1a,25813,husum
drk tagesklinik bad kreuznach,salinenstraße  135,55543,bad
albert-schweitzer-therapeutikum. fachklinik für kinder- und jugendpsychiatrie und psychotherapie,pipping 5,37603,holzminden
johanniter gmbh johanniter-zentrum für kinder- und jugendpsychiatrie,am carmen-sylva-garten  6 - 10a,56564,neuwied
tagesklink für psychiatrie und psychotherapie,trelleborger straße 10a,18107,rostock
paracelsus-nordseeklinik helgoland,invasorenpfad 1040,27498,helgoland
ameos klinikum eutin,janusstraße 5,23701,eutin
park-klinik gmbh,goethestrasse 11,24116,kiel
heilpädagogisch-psychotherapeutisches zentrum - fachklinik für kinder- und jugendpsychiatrie und -psychotherapie,erfurtweg 28,42489,wülfrath
cchirurgische innenstadtklinik minden gmbh &amp; co.kg,brühlstrasse 33,32423,minden
abt. alterspsychiatrie am st. elisabethen-klinikum,"elisabethenstrasse 15, haus c",88212,ravensburg
asklepios klinik nord - tk alstertor,lohmühlenstraße 5,20099,hamburg
abteilung psychosomatische medizin und psychotherapie aulendorf,safranmoosstraße 5,88326,aulendorf
martin-luther-krankenhaus ggmbh - ridderstrasse,ridderstr. 40,44867,bochum
tagesklinik für kinder- und jugendpsychiatrie und -psychotherapie,bunsenstraße 120,71032,böblingen
regio kliniken gmbh - tagesklinik pinneberg,fahltskamp 70,25421,pinneberg
salus ggmbh tagesklinik für erwachsenenpsychiatrie/-psychotherapie salzwedel,schillerstraße 2,29410,salzwedel
hardtwaldklinik i wicker-wicker gmbh&amp;co.kg phase b,hardtstraße 31,34596,bad
tagesklinik 2,johanniterstr. 36,52064,aachen
helios tagesklinik für psychiatrie und psychotherapie in der innenstadt von stralsund,knieperdamm 4,18435,stralsund
"evangelisches krankenhaus bethanien ggmbh, tk demmin",treptower strasse 39,17109,demmin
maximilians-augenklinik,erlenstegenstraße 30,90491,nürnberg
asklepios fachklinikum stadtroda tk greiz,wichmannstraße 12,07973,greiz
atos starmed klinik gmbh,putzbrunner str. 9,81737,münchen
klinik hochried,hochried 1-12,82418,murnau
lwl-klinikum tagesklinik halle,moltkestraße 6,33790,halle
"klinik angermühle gmbh, 94469 deggendorf",am stadtpark 1-39,94469,deggendorf
vitos klinik für psychiatrie und psychotherapie hofgeismar,liebenauer straße 1,34369,hofgeismar
allgemeinpsychiatrie wangen,am engelberg 39,88239,wangen
helios psychiatrische tagesklinik und institutsambulanz in bergen,bahnhofstraße 15,18528,bergen
"evangelisches krankenhaus bethanien ggmbh, tk wolgast",breite strasse 21d,17438,wolgast
psychiatrische tagesklinik wittstock,sankt marienstraße 9,16909,wittstock
augenklinik dardenne se,friedrich-ebert-str. 23-25,53177,bonn
helios fachkliniken hildburghausen/psychiatrische tagesklinik meiningen,charlottenstraße 4,98617,meiningen
venenzentrum braunschweig,kastanienallee 18-19,38102,braunschweig
helios fachkliniken hildburghausen/ psychiatrische tagesklinik ilmenau,friedrich-ebert-straße 25,98693,ilmenau
helios fachkliniken hildburghausen/psychiatrische tagesklinik sonneberg,köppelsdorfer straße 36,96515,sonneberg
helios fachkliniken hildburghausen/psychiatrische tagesklinik suhl,platz der deutschen einheit 4,98527,suhl
krankenhaus jerusalem,moorkamp 2-6,20357,hamburg
ameos klinikum oldenburg,mühlenkamp 5,23758,oldenburg
klinik dr. winkler,brinckmannstraße 6,25813,husum
tagesklinik bernsteinstraße,bernsteinstraße 108-112,70619,stuttgart
salus ggmbh tagesklinik für erwachsenenpsychiatrie/-psychotherapie stendal,stadtseeallee 1,39576,hansestadt
"psychiatrische tagesklinik und institutsambulanz fürth des klinikums am europakanal erlangen,",friedrich-ebert-strasse 50,90766,fürth
drk tagesklinik worms,maximilianstraße  10,67547,worms
psychiatrische tagesklinik mit institutsambulanz neustadt/aisch,paracelsusstrasse 36a,91413,neustadt
psychiatrische tagesklinik mit institutsambulanz weißenburg,krankenhausstraße 5,91781,weißenburg
lwl-klinik herten - tagesklinik dorsten,clemens-august-straße 49,46282,dorsten
tagesklinik für psychiatrie schweinfurt des bkh werneck,dittelbrunner straße 13-15,97422,schweinfurt
psychosozialer trägerverein solingen e.v.,eichenstraße 105-109,42659,solingen
rheumaklinik ostbayern,waldstraße 14,94072,bad
drk fachklinik bad neuenahr tagesklinik daun,rosenbergstraße 6,54550,daun
hno-klinik bogenhausen dr. gaertner gmbh,possartstrasse 29-33,81679,münchen
lwl-klinik herten - tagesklinik haltern,sixtusstraße 27,45721,haltern
lwl-tagesklinik brackel,schimmelstr. 5,44309,dortmund
capio deutsche klinik laufen gmbh,abtsee 31,83410,laufen
lwl-klinik paderborn - standort salzkotten,an der burg 5,33154,salzkotten
"kbo-heckscher-klinikum ggmbh, abteilung haar",max - isserlin straße 23,85540,haar
tagesklinik singen,freiheitstrasse 11,78224,singen
kbo-isar-amper-klinikum dachau,hochstraße 27,85521,dachau
luisenklinik tagesklinik radolfzell,strandbadstr. 10,78315,radolfzell
lwl-tagesklinik bergkamen,erich-ollenhausen-str. 7,59192,bergkamen
tagesklinik gerontopsychiatrie,carl-hopp-straße 19a,18069,rostock
arche klinik,robert-blum-straße 7-9,27574,bremerhaven
cjd asthmazentrum berchtesgaden,buchenhöhe 46,83471,berchtesgaden
darmstädter kinderkliniken prinzessin margaret,grafenstraße 9,64283,darmstadt
marion von tessin memory tagesklinik,nymphenburgerstraße 45,80335,münchen
dietrich-bonhoeffer-klinikum standort neustrelitz,radelandweg 15/16,17235,neustrelitz
psychiatrische tagesklinik bad vilbel,frankfurter straße (eingang kasseler straße) 124,61118,bad
psychiatrische tagesklinik bamberg forchheim gemeinnützige gmbh,krankenhausstraße 8,91301,forchheim
psychiatrische tagesklinik,merkurstraße 3,88046,friedrichshafen
"gpz, tagesklinik lage, hindenburgstraße 1, lage",hindenburgstraße 1,32791,lage
lwl-tagesklinik lünen,altstadtstr 23a,44534,lünen
lwl-tagesklinik unna,falkstr 10,59423,unna
luisenklinik,luisenstr. 56,78073,bad
"kbo - heckscher-klinikum ggmbh, abteilung wasserburg",gabersee 19,83512,wasserburg
evang. tagesklinik fürstenwalde,eisenbahnstraße 171,15517,fürstenwalde
passauer wolf bad gögging - neurologisches zentrum für bewegungsstörungen,kaiser-augustus-straße 38,93333,neustadt
passauer wolf reha-zentrum bad griesbach,bürgermeister-hartl-platz 1,94086,bad
neurologisches fach- und privatkrankenhaus klinik bavaria in bad kissingen,von-der-tann-straße 18-22,97688,bad
tagesklinik heinsberg,genneper str. 2,52525,heinsberg
sinova ravensburg,nikolausstraße 14,88212,ravensburg
glg fachklinik wolletzsee gmbh,zur welse 2,16278,angermünde
tagesklinik fürstenwalde,heinrich-heine-str. 43,15517,fürstenwalde
tagesklinik klaus groth platz,klaus-groth-platz 2,24105,kiel
"gpz, tagesklinik bad meinberg, pyrmonter straße 12c, horn-bad meinberg",pyrmonter straße 12c,32805,horn-bad
zentrum für psychiatrie emmendingen / psychiatrische tagesklinik lahr,obere bergstraße 28,77933,lahr
klinik hohe mark tagesklinik frankfurt,friedberger landstraße 52,60316,frankfurt
rheinisch-westfälisches zentrum für frührehabilitation und beatmung,höhenstraße 30,51588,nümbrecht
alexius/josef krankenhaus -tagesklinik st. bernhard,berghäuschensweg 4,41464,neuss
mediclin klinik reichshof,berglandstraße 1,51580,reichshof
helios tagesklinik psychiatrie (erwachsene),mühlental 1,24837,schleswig
psychiatrische tagesklinik lörrach,riesstraße 14,79539,lörrach
"harzklinikum dorothea christiane erxleben, standort tagesklinik psychiatrie quedlinburg",ditfurter weg 22,06484,quedlinburg
tagesklinik lemgo - tagesklinik für psychiatrie und psychosomatik,rintelner str. 83,32657,lemgo
psychiatrische tagesklinik bad säckingen,nagaistr. 3,79713,bad
vivantes klinikum kaulsdorf - ö.b. mehrower allee mahrzahn,mehrower allee 22,12687,berlin
psychiatrische tagesklinik bad salzhausen,kurstraße 2a,63667,nidda
brk tagesklinik süd,perchtingerstraße 5,81379,münchen
klinikum frankfurt (oder) gmbh tagesklinik frankfurt (oder),heilbronner straße 1,15230,frankfurt
euregio-klinik - psychiatrische tagesklinik,backhuusweg 8,48531,nordhorn
mediclin klinik am brunnenberg,endersstraße 5,08645,bad
augenklinik dr. hoffmann,wolfenbütteler str. 82,38102,braunschweig
asklepios fachklinikum stadtroda tk gera,werner-petzold-straße 17,07549,gera
psychiatrische tagesklinik heide,neue anlage 18,25746,heide
"klinikum nordfriesland ggmbh, inselklinik föhr-amrum",rebbelstieg 24,25938,wyk
mediclin müritz-klinikum,atelierstraße 5-7,17034,neubrandenburg
asklepios fachklinikum lübben tk cottbus,karl-liebknecht-straße 109,03045,cottbus
sankt rochus kliniken,sankt-rochus-allee 1-11,76669,bad
tagesklinik 3 simmerath,kammerbruchstr. 8,52152,simmerath
uhlenhaus tagesklinik für psychosomatische medizin und psychotherapie,rotdornweg 8,18439,stralsund
ev.-luth. diakonissenanstalt psychiatrische tagesklinik für ältere,marienhölzungsweg 8,24939,flensburg
tagesklinik psychosomatische medizin und psychotherapie,goethestr. 18,18055,rostock
psychiatrische tagesklinik geislingen,schillerstraße 31,73312,geislingen
müllerstraße,müllerstraße 56-58,13349,berlin
"vitos klinikum rheingau, vitos kinder- und jugendpsychiatrische klinik idstein",robert-koch-straße 2,65510,idstein
asklepios fachklinikum brandenburg tk werder,unter den linden 1,14542,werder
psychiatrische tagesklinik preetz,wakendorfer straße 18,24211,preetz
rheinland klinikum neuss gmbh - rheintor klinik,hafenstraße 68 - 76,41460,neuss
sana hanse-klinikum wismar- tk gdb,erich-weinert-straße 14,19205,gadebusch
asklepios fachklinikum teupitz tk königs wusterhausen,köpenicker straße 29,15711,königs
mediclin müritz-klinikum,pestalozziweg 19,19370,parchim
praxis-klinik bergedorf,alte holstenstraße 2 und 16,21031,hamburg
asklepios fachklinikum brandenburg tk teltow,rheinstraße 10 a,14513,teltow
neuro spine center gmbh,münsterfeldallee 2,36041,fulda
asklepios fachklinikum teupitz tk ludwigsfelde,straße der jugend 63,14974,ludwigsfelde
tagesklinik ostholstein,rettiner weg 30,23730,neustadt
luisenkrankenhaus gmbh &amp; co. kg,luise-rainer-straße 6-10,40235,düsseldorf
kliniken schmieder satellitenstation z2n im katharinenhospital,kriegsbergstraße 60,70174,stuttgart
asklepios fachklinikum brandenburg tk brandenburg an der havel,klingenbergstraße 3,14772,brandenburg
salus ggmbh tagesklinik für erwachsenenpsychiatrie/-psychotherapie seehausen,dr. albert steinert platz 1,39615,seehausen
tagesklinik strausberg,große straße 38,15344,strausberg
lwl-klinik paderborn - standort leostraße,leostraße 1,33098,paderborn
helios kliniken schwerin - tagesklinik allgemeine psychiatrie ludwigslust,schlossstraße 16,19288,ludwigslust
fachklinikum bernburg tagesklinik wittenberg,puschkinstraße 7,06886,luth.
abt. für alterspsychiatrie und -psychotherapie standort ulm agaplesion bethesda,zollernring 26,89073,ulm
ameos klinikum oldenburg,hoheluftstraße 10,23758,oldenburg
"sophien- u. hufeland-klinikum ggmbh, psychiatr.-psychotherap. tagesklinik apolda",darrplatz 1,99510,apolda
vitos kinder- und jugendpsychiatrische tagesklinik wabern,kurfürstenstraße 26,34590,wabern
klinik dr. med. t. witwity gmbh,neubourgstr. 4,21682,stade
margarethen klinik gemeinnützige gmbh,konsul-lorentzen-straße 3,24376,kappeln
klinik fallingbostel,kolkweg 1,29683,bad
urologische klinik am lerchenberg,lerchenstr. 81,74074,heilbronn
regio kliniken gmbh - tagesklinik norderstedt,beim umspannwerk 6,22844,norderstedt
sana hanse-klinikum wismar- tk gvm,klützer winkel 13-15,23932,grevesmühlen
psychosomatische tagesklinik falkenried,jarrestraße 6,22303,hamburg
helios psychiatrische tagesklinik und institutsambulanz ribnitz-damgarten,alte klosterstraße 19,18311,ribnitz-damgarten
ökumenisches hainich klinikum - tagesklinik eisenach,mühlhäuser str. 89,99817,eisenach
asklepios fachklinikum göttingen - tk seesen,tannenbusch 11,38723,seesen
dalberg klinik fulda,dalbergstraße 5,36037,fulda
asklepios fachklinikum brandenburg tk potsdam,rudolf-breitscheid-straße 12,14482,potsdam
"salus ggmbh tagesklinik für kinder- und jugendpsychiatrie, psychosomatik und psychotherapie salzwedel",schillerstraße 2,29410,salzwedel
psychosomatische tagesklinik passau,graneckerstraße 1,94036,passau
st. vinzenz-hospital,dr.-otto-seidel-straße 31-33,46535,dinslaken
"marienhospital steinfurt; standort steinfurt, tagesklinik für psychosomatik und psychotherapie",marienstr. 45,48282,emsdetten
"zentrum für kinder und jugendliche inn-salzach, kinder- und jugendpsychiatrie",vinzenz-von-paul-str. 14,84503,altötting
johanniter tagesklinik schwarzenbek,körnerplatz 6,21493,schwarzenbek
klinikum frankfurt (oder) tagesklinik seelow,puschkinplatz 17,15306,seelow
danuvius klinik ingolstadt,preysingstraße 3-5,85049,ingolstadt
vorwerker fachklinik (tagesklinik eutin),hospitalstraße 22,23701,eutin
"tagesklinik für psychiatrie, psychotherapie und psychosomatik nauen",ketziner str. 24,14641,nauen
asklepios fachklinikum brandenburg tk rathenow,forststraße 45,14712,rathenow
vitos psychiatrische tagesklinik melsungen,kasseler straße 80,34212,melsungen
asklepios paulinen klinik wiesbaden tk biebrich,rathausstraße 62-64,65203,wiesbaden
waiblinger zentralklinik,alter postplatz 2,71332,waiblingen
vitos kinder- und jugendpsychiatrische tagesklinik korbach,skagerrakstraße 4,34497,korbach
psychiatrische tagesklinik plön,rodomstorstraße 30,24306,plön
vitos kinder- und jugendpsychiatrische tagesklinik hofgeismar,gesundbrunnen 2,34369,hofgeismar
"tagesklinik für psychiatrie, psychotherapie und psychosomatik falkensee",dallgower str. 9,14612,falkensee
privatklinik dr. hellge,hochstraße 6,94032,passau
skh stadtteilklinik hamburg gmbh,oskar-schlemmer-str. 9-17,22115,hamburg
kreiskrankenhaus freiberg - standort mittweida,hainichener straße 4-6,09648,mittweida
schlossklinik rottenburg,schloßstraße 01,84056,rottenburg
evang. tagesklinik strausberg,große straße 38,15344,strausberg
fachklinik wittichen,vorder wittichen 137,77773,schenkenzell
geriatrische tagesklinik nauen,ketziner straße 13,14641,nauen
asklepios klinik fürstenhof bad wildungen gmbh,brunnenallee 39,34537,bad
alexius/josef krankenhaus - tagesklinik benedikt,steinhausstraße 40,41462,neuss
ev.-luth. diakonissenanstalt tagesklinik für psychosomatik,nehrongsallee 5,24939,flensburg
tagesklinik erkelenz,goswinstr. 28,41812,erkelenz
mediclin klinik bad orb,spessartstrasse 20,63619,bad
alexius/josef krankenhaus - tagesklinik st. fabiola,hindenburgstraße 56,41352,korschenbroich
johanniter tagesklnik mölln,wasserkrüger weg  7,23879,mölln
lwl-klinik marsberg - standort schmallenberg-fredeburg,von-ascheberg-straße 19a,57392,schmallenberg
helios tagesklinik und institutsambulanz für psychiatrie und psychotherapie grimmen,karlstraße 5,18507,grimmen
vitos klinik für psychiatrie und psychotherapie standort korbach,friedrich-bangert-straße 18,34497,korbach
helios kliniken schwerin - tagesklinik für psychiatrie sternberg,vor dem plastiner tor 4-6,19406,sternberg
"klinik am greinberg spezialklinik für kinder- und jugendpsychiatrie, psychosomat",graf-moritz-weg 2,97076,würzburg
neurologisches fachkrankenhaus zscheckwitz,ortsteil zscheckwitz 1-3,01731,kreischa
alexianer-klinik meerbusch gmbh,am eisenbrand 20b/c,40667,meerbusch
tagesklinik und ambulanz bad salzungen der klinik für kinder- und jugendpsychiatrie und -psychotherapie des öhk mühlhausen,mathilde-wurm-straße 7,36433,bad
"mariaberg - fachkrankenhaus kinder- und jugendpsychiatrie ggmbh, tagesklinik albstadt",kastanienstr. 21,72458,albstadt
intensiveinheit für kinder- und jugendpsych. würzburg des bezirks unterfranken,margarete-höppel-platz 1,97080,würzburg
vitos-klinik hasselborn,am grünen loch 4,35647,waldsolms
"tagesklinik psychiatrie, tagesklinik kinder- und jugendpsychiatrie",gehlsheimer straße 20,18147,rostock
blaues kreuz diakoniewerk mgmbh - fachklinik curt-von-knobelsdorff-haus,hermannstraße 17,42477,radevormwald
"tagesklinik für kinder- und jugendpsychiatrie, psychosomatik und psychotherapie",lindleinstraße 7,97080,würzburg
"salus ggmbh tagesklinik für kinder- und jugendpsychiatrie, psychosomatik und psychotherapie stendal",westwall 44/45,39576,stendal
ameos tagesklinik für psychiatrie und psychotherapie,torgelower straße 14,17309,pasewalk
steinlach-klinik gmbh,bahnhofstraße 5,72116,mössingen
klinik dr. hartog,kiskerstr. 15,33615,bielefeld
sk gmbh-standort praxisklinik norderstedt,heidbergstraße 98,22846,norderstedt
asklepios fachklinikum lübben tk vetschau,bahnhofsstraße 35,03226,vetschau
short care klinik gmbh,pappelallee 1,17489,greifswald
helios klinik für kinder und jugendpsychiatrie psychotherapie und psychosomatik tagesklinik greifswald,am mühlentor 2,17489,greifswald
helios kliniken schwerin tagesklinik für kinder - und jugendpsychiatrie ludwigslust,hamburger tor 4b,19288,ludwigslust
helios kliniken schwerin - tagesklinik für kinder- und jugendpsychiatrie,juri gagarin ring 55,23966,wismar
malteser krankenhaus st. franziskus-hospital - geriatrische tagesklinik,am damm 1,24837,schleswig
vitos klinik lahnhöhe marburg / tagesklinik alsfeld,jahnstraße 37,36304,alsfeld
vorwerker fachklinik (tagesklinik büchen),lauenburger straße 39,21514,büchen
prosomno klinik für schlafmedizin,weinstraße 4,80333,münchen
tagesklinik für psychiatrie und psychotherapie jüterbog,planeberg 36,14913,jüterbog
klinik am rathenauplatz,happelstraße 8,74074,heilbronn
tagesklinik für psychiatrie und psychotherapie bad belzig,niemegker straße 45,14806,bad
"st. elisabethen-krankenhaus ggmbh, tagesklinik lauchringen",hauptstrasse 42,79787,lauchringen
vitos kinder- und jugendpsychiatrische tagesklinik eschwege,luisenstraße 23,37269,eschwege
drk-norddeutsches epilepsiezentrum für kinder und jugendliche,henry-dunant-str. 6 - 10,24223,schwentinental
lwl-universitätsklinik hamm/ tagesklinik soest,hattroper weg 76,59494,soest
lwl-universitätsklinik hamm/ tagesklinik warendorf,rosenstraße 21,48231,warendorf
asklepios fachklinikum lübben tk königs wusterhausen,cottbusser straße 53 a+b,15711,königs
lwl-universitätsklinik hamm/ tagesklinik bergkamen,bruktererstr. 30,59192,bergkamen
"stroke unit am klinikum barnim, werner forßmann krankenhaus",rudolf-breitscheid-straße 100,16225,eberswalde
entgiftungskrankenhaus count down,frankfurter allee 40,10247,berlin
tagesklinik klinik königshof am helios krefeld,melanchthonstraße 36,47805,krefeld
reha-zentrum nittenau gmbh,eichendorffstraße 21,93149,nittenau
"kinder- und jugendkrankenhaus auf der bult, tagesklinik und ambulanz celle",fritzenwiese 15,29221,celle
tagesklinik walstedde gmbh,dorfstraße 9,48317,drensteinfurt
tagesklinik 4 stolberg,rathausstr. 26,52222,stolberg
tagesklinik vaihingen,franckstraße 45,71665,vaihingen
alexius/josef krankenhaus / tagesklinik st. augustinus,montanusstraße 54,41515,grevenbroich
alexius/josef krankenhaus/ tagesklinik st. anna,am hasenberg 46,41462,neuss
lwl-tagesklinik dortmund,beurhausstrasse 47,44137,dortmund
lwl-klinik paderborn - standort mallinckrodtstraße,mallinckrodtstraße 22,33098,paderborn
alexius/josef krankenhaus - tagesklinik luzia,elsa-brändström-str. 17,41540,dormagen
"thüringen-kliniken ""georgius agricola"" gmbh,",jenaische straße 14,07407,rudolstadt
"tagesklinik der ggp fachbereich kinder-und jugendpsychiatrie,- psychotherapie und psychosomatik 0-7 jahre",kuphalstraße 80,18069,rostock
fachklinikum bernburg tagesklinik dessau,schillerstraße 39a,06844,dessau-roßlau
chirurgische klinik dr. kübel/ dr. albrecht/ dr. gühring,listplatz 1,72764,reutlingen
augenklinik im ring-center gmbh,frankfurter allee 111,10247,berlin
lwl-universitätsklink hamm/ tagesklinik rheda-wiedenbrück,osnabrücker weg 34,33378,rheda-wiedenbr
asklepios fachklinikum teupitz tk schönefeld - waßmannsdorf,am airport 1,12529,schönefeld
lwl-universitätsklink hamm/ tagesklinik gütersloh,im füchtei 148,33334,gütersloh
klinik des westens,bertha-von-suttner-straße 5/7,39108,magdeburg
asklepios westklinikum hamburg - zsg osdorf,kroonhorst 11,22549,hamburg
lwl-klinik marsberg (kinder- u. jugendpsychiatrie) - standort meschede,feldstraße 1,59872,meschede
carl-von-basedow-klinikum saalekreis ggmbh,humboldtstraße 31,06618,naumburg
lwl-klinik marsberg (kinder- u. jugendpsychiatrie) - standort paderborn,karl-schoppe-weg 4a,33100,paderborn
lwl-klinik marsberg (kinder- u. jugendpsychiatrie) - standort höxter,brenkhäuser straße 73,37671,höxter
klinikum frankfurt (oder) tagesklinik rüdersdorf,seebad 82-83,15562,rüdersdorf
augenklinik dr. georg,am kurpark 13-15,49214,bad
augenklinik rendsburg gmbh,jungfernstieg 25,24768,rendsburg
uhlenhaus tagesklinik für psychosomatische medizin und psychotherapie am drk-krankenhaus grimmen,dorfstraße 39,18516,süderholz
vorwerker fachklinik (tagesklinik lübeck),triftstraße 139-143,23554,lübeck
"sozialzentrum am rosensee, aschaffenburg",siegfried-rischar-straße  2-8,63743,aschaffenburg
medicare flughafen münchen medizinisches zentrum gmbh - airportclinic m,"terminalstraße west terminal 1, mod. e, eb. 03",85356,münchen-flughafen
inselkrankenhaus borkum,gartenstraße 20,26757,borkum
tagesklinik und ambulanz gotha der klinik für kinder- u. jugendpsychiatrie u. -psychotherapie des öhk mühlhausen,bahnhofstraße 2-4,99867,gotha
fachklinik aukrug eine klinik der deutschen rentenversicherung nord,tönsheide 10,24613,aukrug
"klinik ""helle mitte"" gmbh",alice-salomon-platz 2,12627,berlin
kbo-isar-amper-klinikum tagesklinik für psychiatrie am kbo-kinderzentrum münchen,heiglhofstraße 63,81377,münchen
helios klinik miltenberg,breitendieler str. 32,63897,miltenberg
augenklinik schweinfurt-gerolzhofen,dingolshäuser strasse 5,97447,gerolzhofen
klinik dr.havemann,barckhausenstr. 57,21335,lüneburg
kardiochirurgische dependance,wismarsche straße 393-397,19055,schwerin
wolfgang-winckler-haus entgiftungsstaion,ehlhaltener straße 11-13,65779,kelkheim-eppenhain
katharinen hospiz am park,mühlenstraße 1,24937,flensburg
st. josef-krankenhaus königstein,woogtal str. 7,61462,königstein
"shg-kliniken sonnenberg, standort quierschied",fischbacherstraße 100,66287,quierschied
klinik für schlafstörungen gmbh,rinckstr.  - ab april 2020 traunfeldstr. 13 7-9,83435,bad
augenklinik stadthagen,brunnenstr.  12,31655,stadthagen
praxisklinik kronshagen,eichkoppelweg 74,24119,kronshagen
klinik klosterstraße gmbh,klosterstraße 63-65,24536,neumünster
klinikum gersfeld,wolf hirth straße 18,36129,gersfeld
"universitätsklinikum schleswig-holstein, standort wkk heide",esmarchstraße 50,25746,heide
"marienhospital letmathe, märkische kliniken gmbh",hagener straße 121,58642,iserlohn
hohenloher krankenhaus künzelsau,stetten straße 32,74653,künzelsau
psychiatrische tagesklinik lindau,fischergasse 14,88131,lindau
"vitos klinikum rheingau, vitos psychiatrische tagesklinik und ambulanz wiesbaden und vitos kinder- und jugendpsychiatrische tagesklinik und ambulanz wiesbaden",eberleinstraße 48,65195,wiesbaden
"tagesklinik für kinder- und jugendpsychiatrie, weiden",sebastianstr. 27,92637,weiden
"tagesklinik für kinder- und jugendpsychiatrie, amberg",marienstr. 12,92224,amberg
st. maria-hilf-krankenhaus,im vogelsang 5-11,45527,hattingen
diako nordfriesland ggmbh (tagesklinik breklum),kirchenstraße 7,25821,breklum
pp.rt klinik für psychiatrie und psychosomatik echtaz,lindachstraße 43,72764,reutlingen
vitos kinder- und jugendpsychiatrische sowie psychiatrische tageskliniken und ambulanzen wetzlar,sophienstr. 7,35578,wetzlar
diako nordfriesland ggmbh (tagesklinik husum),theodor-schäfer-str. 1b,25813,husum
asklepios klinikum harburg - wilhelmsburg,neuhöfer straße 23,21107,hamburg
psychiatrische tagesklinik amberg,marienstr. 12,92224,amberg
"tagesklinik für kinder- und jugendpsychiatrie, cham",august-holz-str. 1,93413,cham
asklepios klinikum harburg - neugraben,lütt enn 4,21149,hamburg
vitos philippshospital riedstadt standort gross-gerau,am burggraben 1a,64521,gross-gerau
vitos klinik hofheim standort heppenheim,ludwigstr. 51,64646,heppenheim
kbo-lech-mangfall-klinik peißenberg,hauptstrasse 55-57,82380,peißenberg
vitos philippshospital riedstadt standort rüsselsheim,löwenplatz 1 - 3,65428,rüsselsheim
"vitos klinikum rheingau, vitos psychiatrische tagesklinik und ambulanz idstein",rudolfstraße 2-4,65510,idstein
vitos kinder- und jugendpsychiatrische tagesklinik hanau,geibelstraße 18,63450,hanau
johanniter-tagesklinik siegburg ggmbh - klinik für psychiatrie und psychotherapie,mühlengrabenstraße 2,53721,siegburg
vitos psychiatrische tagesklinik limburg der vitos klinik für psychiatrie und psychotherapie hadamar,saarlandstraße 2,65549,limburg
psychiatrische institutsambulanz für erwachsene bernau,breitscheid-straße 6,16321,bernau
tagesklinik steinfurt,arnold-kock-straße 10,48565,steinfurt
heinrich sengelmann tagesklinik ahrensburg,carl-barckmann-straße 5,22926,ahrensburg
tagesklinik ibbenbüren,rudolf-diesel-str. 18,49479,ibbenbüren
